,Z1,Z2,Z3,Z4,Z5,Z6,Z7,Z8,Z9,Z10,Z11,Z12,Z13,Z14,Z15,Z16,Z17,Z18,Z19,Z20,Z21,Z22,Z23,Z24,Z25,Z26,Z27,Z28,Z29,Z30,Z31,Z32,recon_err,y
TCGA-A5-A0GV-01A-31R-A16W-07,-0.80899197,-1.9213973,-3.3541148,1.5604359,0.18270604,-1.0663275,0.2878055,-1.8134606,0.094608665,1.0917234,2.3477652,-0.06610123,0.013075688,0.765836,-1.0699983,0.6777154,0.8055412,2.8334293,0.53943706,-2.3585615,-2.300946,-0.3958843,-0.65561265,-2.566387,-0.052104317,-5.7157607,0.8177061,-1.1738273,-1.2957228,-1.6723263,0.25730523,0.59004563,11.499608,1.0
TCGA-EY-A1GU-01A-11R-A13S-07,-1.8343781,0.091845326,-1.7083895,1.1541264,1.0494652,0.3982975,-1.0005927,-3.591345,0.44783056,-2.5398414,0.89957416,2.2249706,-1.0117323,-1.3814058,-2.2296324,0.7124194,-1.3379301,-2.465064,0.16609947,-3.7473986,0.3447865,1.2897303,1.0504239,-1.6071839,-0.42534742,-3.7378855,1.8436315,1.1459525,0.226613,0.21282226,0.4487908,-0.81838024,6.3727684,0.0
TCGA-EO-A22U-01A-11R-A180-07,-0.59384704,-1.2491581,0.33155978,-2.3007452,0.3158966,3.5831096,2.6216478,-5.8872623,-3.0341744,-0.5395275,-0.8151285,-1.3906665,3.1458602,-3.5123608,4.1583867,0.79304254,-2.6333613,1.0595,-2.3950784,1.4293811,-0.8717331,-1.6625886,-3.0180678,-3.5144053,-1.6621319,-2.9822927,0.71444577,-0.15964629,2.209228,1.3918003,-4.87532,-0.9198556,22.333958,
TCGA-AP-A0LM-01A-11R-A118-07,-0.018656263,1.6512291,-4.064585,-0.092959434,-1.9015523,4.903773,0.92585695,3.9569597,0.7195522,-1.4372915,1.6737199,-1.0030332,1.2485825,3.4154856,1.9000949,1.2864702,1.9757084,-1.6906961,-4.2607155,-0.20590256,-0.87939477,-1.536138,-2.2475681,0.36141905,-0.5481075,-0.40780574,2.6489294,0.8465674,-0.17453568,3.1351016,0.34413826,2.6910076,11.53738,0.0
TCGA-AJ-A3EM-01A-11R-A213-07,0.5496357,1.4722484,1.6117138,-2.8202748,-5.0055003,7.037072,1.1690842,-0.27609926,4.06576,3.843161,-2.5709324,1.6319836,-0.94825315,-6.5264244,-0.2648208,7.7776885,3.4065244,0.7246616,-5.224835,0.42234635,3.134695,-7.440283,-5.074094,-5.2027245,-3.2629843,-4.3280244,-0.78293943,3.7242944,1.860357,1.5950915,-4.175487,-2.0114172,16.317354,
TCGA-B5-A0K9-01A-21R-A104-07,1.0277613,1.4637433,0.42098555,0.25720116,0.5501998,3.0031219,-0.37166262,-4.7794404,-2.142848,0.17654657,-1.3154533,2.6347651,1.0411307,-3.9786816,-2.1928394,4.8195524,1.4079127,-2.2600985,-0.70788175,-6.793379,-1.3192563,3.4445732,0.24546702,-2.2281017,2.4227302,-4.147405,-0.9081217,1.1758807,2.8786592,1.762407,-0.45227048,-2.4524035,18.319124,0.0
TCGA-AP-A0LP-01A-12R-A104-07,-0.5096079,-3.2606885,-0.8554318,-1.2212136,0.49318084,-0.33798847,-2.7018735,-0.6538143,-1.0909559,1.1259568,-0.08282067,1.2832376,1.8530236,0.32369658,-2.1317194,1.3278039,-0.20716107,3.0636387,-0.25543654,0.1795015,-0.30192077,2.3794584,-1.5951079,0.7403545,-0.73033494,-0.9222449,-0.6136853,-1.3961635,0.813294,1.8982321,2.444894,0.42486587,8.73758,0.0
TCGA-D1-A17H-01A-11R-A12I-07,-0.9022172,-1.1572756,-1.7088935,1.0359305,-0.47557518,6.1137147,-1.5718092,-0.11367987,2.168775,-2.6584759,-1.738759,3.209665,1.245867,-0.040570714,2.080445,0.633526,0.6776483,-0.2917489,-1.1500698,-2.5002916,0.083888434,1.3349771,-2.4465985,0.25945267,-1.4852387,-1.2674451,1.9092281,2.4034355,-1.1761155,2.865851,0.37591457,-0.22860135,11.72583,0.0
TCGA-B5-A1MR-01A-31R-A14D-07,0.18745896,0.48568937,-2.272505,-4.803305,0.6333501,2.198296,-0.16230267,2.3083446,-6.3733597,-3.3078098,-1.173308,1.0630695,4.3403406,-2.024958,-0.64118946,1.7956337,-4.6815534,-2.0936015,-4.074903,-3.7450485,0.17194286,-2.1077847,-0.83720446,2.673736,0.43963057,-0.18061724,3.461177,-3.2220566,5.947056,-2.3635478,4.3215904,2.8989172,15.807355,0.0
TCGA-AX-A3GI-01A-11R-A213-07,-0.44125202,-0.6366905,5.534759,-2.5869355,-1.4995209,-1.6654754,2.7859702,-8.675085,1.0014173,-3.381071,2.6208627,4.0390697,-2.709717,-2.544335,-0.5441711,5.921341,-1.9408804,2.9549677,-3.8870282,-2.6324217,5.1584888,-2.9877274,-1.3615433,-2.6556478,-0.12580189,-3.26962,-2.9484103,-4.2005744,7.641804,-0.55533916,-2.0775301,-1.5158857,17.580338,
TCGA-QS-A5YQ-01A-11R-A31O-07,-3.231622,-3.6949964,-1.0191424,-0.97331744,-0.77899635,-0.6149245,-1.353532,1.803517,-2.6451213,-0.5437051,-0.4143021,-0.12860084,1.3374829,1.1550311,0.45139056,1.8069559,1.3132465,2.814723,-0.95013005,1.6443478,2.2369385,2.6773806,-2.724289,-1.5014541,-0.47810236,-0.5983631,-1.581417,-1.4097091,1.5630665,0.49212578,0.042834092,-1.49899,6.4637966,
TCGA-AP-A1E3-01A-11R-A137-07,0.28452358,1.0430858,-2.0505695,-0.00915787,-1.7146299,4.5141525,-2.0719166,2.3013856,-0.7449822,-0.36643645,1.459044,-2.7351665,1.154331,0.46361572,1.1543933,0.70933115,2.271468,-0.4298382,-3.5674903,0.9731899,-2.766919,-2.5266607,-2.7255948,-0.5753346,-0.3916549,-0.4250827,4.8120365,0.2481066,-0.40827522,3.607815,-3.188232,4.739451,15.366746,1.0
TCGA-EY-A3L3-01A-11R-A22K-07,2.3050826,-0.009013369,0.8610394,-1.9690686,-2.5984612,-3.245695,0.79370177,-5.028978,2.0456147,-6.7413073,-3.9883795,1.3740071,-0.22577144,-3.6946042,-2.9977844,3.6242247,-3.0261488,2.0535345,-5.902029,0.01345466,9.260548,1.6160303,-2.9038236,-7.515041,4.0070996,-5.3532043,-2.1391978,-3.1924665,5.6241817,-1.8219941,-8.577506,-1.4292864,21.357317,
TCGA-D1-A16S-01A-11R-A12I-07,1.8244649,-5.832027,-3.994187,-1.382198,0.08547673,-0.1332869,-3.119597,1.1898744,0.17138672,2.861931,-1.0553217,5.338943,-2.0617642,-0.06079174,-2.2141275,4.7926683,1.4329467,6.3434486,-2.1970394,-3.045219,1.33646,-2.6637971,-1.5960124,1.1258265,4.486063,-1.3727077,-1.0421846,-1.8636068,-3.4694636,3.1800368,1.5904057,2.1918511,12.362774,0.0
TCGA-D1-A17F-01A-11R-A12I-07,-2.6321306,-3.7895393,-3.0458434,-0.036017567,-0.84449095,0.6663113,-1.9845772,-0.9423626,-0.36059818,0.64468926,0.8900966,-0.5233209,1.7976385,2.9278069,-1.9503205,0.3167225,0.7822677,2.367714,-0.13077141,-0.63212895,-0.7231807,1.0881803,-2.7088473,2.6124647,-1.1043309,-2.3959937,-0.63061386,-0.8237587,-1.0415559,1.068933,3.3185148,-0.8003105,7.4353466,0.0
TCGA-A5-A0GD-01A-11R-A16W-07,-0.58543396,-1.4154031,0.6666279,-0.64808893,-0.53497404,0.6726149,-1.6177362,-1.916773,1.2628435,0.80710673,-0.2722152,1.1173943,2.0935369,-1.5711324,-1.9214374,0.1479645,0.20978965,0.54485625,-2.1038713,-0.074274704,-0.7605079,0.8093442,-1.3454225,0.28436407,-1.9283156,-2.0152662,-0.52291054,-1.086274,1.1486856,1.1084858,1.2033958,-3.2353644,10.588158,0.0
TCGA-D1-A16Y-01A-31R-A12I-07,-3.3185406,-10.432055,7.7050616e-05,-1.5679052,-3.872027,1.9910611,-5.4869623,-3.2214177,-2.473188,-4.760197,0.99890435,8.627424,6.437275,-2.4185069,1.1205596,2.4908261,1.0918256,4.420797,0.6146543,-2.8634462,0.20268807,-4.5954585,-3.8932333,0.9012448,2.155069,0.51170677,2.712565,-1.8706545,-3.2885325,-1.8333623,1.6374377,1.4918818,11.848225,0.0
TCGA-B5-A1MV-01A-31R-A14D-07,-0.24089824,-0.48825246,0.11414074,-1.0345333,-0.9757835,0.98116237,-1.7570822,-1.3986819,0.8376511,-2.95466,1.7057699,0.1873935,1.3368764,0.2999883,-0.8063168,1.7652903,1.7484752,0.5836123,-0.9383047,-2.50434,-0.60746926,-0.3066714,0.6473497,-0.6932859,-3.3210092,-1.3094501,-0.3940604,0.40509197,-0.26141882,0.84358376,-1.1381071,1.039674,6.998678,0.0
TCGA-BG-A2L7-01A-11R-A18M-07,0.39905068,1.7505682,-0.3851416,-1.7016724,1.7292043,1.0524913,-0.37808657,-0.6075392,0.20318204,-6.0503407,0.0034273814,1.6164153,-0.6884365,-0.7205583,1.2978323,1.6628089,0.79019964,-0.42270824,-1.6562653,2.0828066,0.2885294,1.9189408,0.72646767,-0.876264,-1.5153339,-0.8899862,0.34753367,-2.739621,3.6839802,1.9116775,1.5737989,3.189367,16.921892,
TCGA-A5-A0R9-01A-11R-A104-07,-1.1263113,-2.0281558,-1.0058593,-0.093896925,0.044782456,-0.055943318,-1.769388,2.1331584,-0.13613358,-0.36861178,-1.2617127,0.16643505,1.2022308,0.34495005,1.6095872,-0.22652121,2.113271,1.703052,-0.21026202,2.2147315,0.49784902,0.07504862,-2.3508606,-0.80270594,0.16278456,-0.67284155,0.6984102,-0.6388284,0.30681053,-0.892529,-0.9610595,1.0207142,5.0005817,0.0
TCGA-DF-A2KR-01A-11R-A180-07,-0.026642354,-2.896533,-3.5965903,3.556109,5.354517,2.9548218,-0.387026,-5.3257847,-1.832029,-0.24906339,0.15393838,1.5134832,-0.7923248,1.4445617,-0.07252286,7.2243395,-2.4367542,1.8371437,1.4827274,-7.155837,2.249476,3.998757,-3.151368,0.43357262,-2.5261617,-2.777328,-2.8435812,2.1201193,7.4963956,1.9244385,-2.9140024,-0.7321682,20.00069,
TCGA-B5-A11E-01A-11R-A10J-07,-1.5843999,1.1469076,0.38144028,-3.8598485,-1.5897086,4.0302496,-0.80656904,-1.880481,0.78403103,-2.263075,-0.04548542,2.7651975,0.12273491,-2.9086962,-0.40581748,2.5223205,-1.5861576,0.12991929,-1.9115949,0.40168968,-3.492452,-2.1046536,1.2487977,-2.998592,-1.1453924,-3.2559435,3.8081343,-1.1328408,3.4073257,0.4431899,-0.68884873,2.8733006,18.621893,0.0
TCGA-EO-A3AZ-01A-12R-A19W-07,-6.184474,-5.0836086,1.4871082,1.6317246,0.79769933,9.031104,-2.9851623,4.990291,-9.605215,-2.0901585,-3.0953743,4.1083817,7.639147,4.104886,3.819359,4.7681003,5.2756133,-2.4081767,-7.9492116,-1.10759,2.7585766,-0.98957145,-15.816285,2.6317635,3.5838368,-4.4224305,-1.48364,3.1461494,-2.8919618,-2.5862484,3.4145036,0.36992568,14.724194,
TCGA-BK-A0CC-01B-04R-A277-07,-1.8259159,5.9274907,-6.0224056,-4.063625,1.4906163,-6.7308025,4.6815214,-3.704347,-7.140015,-4.494601,7.413997,5.6852975,1.3872313,12.105668,-9.766657,1.1924263,-4.1102514,-4.402881,-5.5234156,-6.424094,4.605385,-7.262184,-5.187976,0.6086591,-10.38139,-6.4009113,7.9531612,-3.6870959,-0.934241,-2.1599028,-4.8086944,2.6409082,20.309786,0.0
TCGA-BK-A0CC-01A-21R-A16W-07,0.888877,-0.45362788,-1.0088775,-2.2079253,1.792147,1.3077108,-0.6188997,-3.4185548,-2.008289,-3.0491798,2.571273,2.524605,1.7547903,1.4859912,-5.5523267,2.732323,-2.2717075,-1.1020604,-4.3191977,-3.8807068,5.2463756,-7.271533,-0.5008092,2.9019692,0.7610588,-2.5837438,5.9876966,0.42123115,-1.6006489,0.32929048,-2.4664643,1.5942605,21.021374,0.0
TCGA-BG-A222-01A-11R-A157-07,-0.29905966,1.5567291,2.8018043,-1.8241327,1.2908026,2.810998,-0.91072184,-3.1564445,2.3693879,-4.3807974,1.3369807,2.4328983,0.59726995,-3.584503,-1.9392782,1.2250468,-0.2054339,-3.7792556,-1.5722785,-3.5988057,0.4121652,0.8907302,0.64784425,-1.1166029,-1.1083665,-5.380113,2.2439563,1.9640815,1.6642615,-0.27205023,0.9360306,0.7197642,17.000746,0.0
TCGA-AX-A2HJ-01A-11R-A17B-07,-0.15439452,0.9157304,0.11052888,-0.3462195,-2.6286156,0.2576731,-0.68342835,1.0167521,0.964761,-0.91707474,-1.3553343,0.1427274,0.3538376,-0.44762948,0.848694,0.998659,1.2966737,-0.2593619,-1.6559061,1.5964453,-1.5693772,-1.8940383,-0.21726845,-0.7169783,-1.2218653,-0.96372914,2.7825034,-1.2598433,1.8273451,0.37435535,-1.1868175,0.7062536,6.4772406,0.0
TCGA-DF-A2KZ-01A-11R-A213-07,-0.8742442,-0.42578584,-1.2664092,3.551684,-0.6605922,1.7248312,-2.7512045,1.0534459,-2.1781793,-2.1356301,0.5414912,-0.847758,2.1152492,0.038153555,2.6714735,3.470755,2.2442636,-3.7181969,-0.14140344,-4.093666,0.55984485,0.76526785,-4.6627617,-0.99019194,0.6058985,-3.869078,-0.9593719,4.2348723,0.5465692,0.8020758,-0.18606521,-2.1719787,14.430345,
TCGA-D1-A167-01A-11R-A12I-07,-0.10608275,-3.3825898,2.0689702,-0.8953746,-0.9155459,2.044282,-0.21799816,-4.7330546,1.8906412,-0.5573189,4.5344415,3.9469044,1.5707511,-4.0203114,0.092031136,-0.69822836,-1.7841779,0.20147681,-2.79409,1.3389784,0.651278,-0.5826035,1.3309578,-2.9836712,-3.1706944,-4.600139,0.26971355,-1.2373937,0.6502786,-1.3974197,-1.8505813,-0.28177476,19.49022,0.0
TCGA-AX-A1CA-01A-12R-A137-07,2.0722964,-4.2371616,-1.3477786,-2.9655957,0.0613396,-0.4807114,-0.44236094,0.58430046,-1.1330265,1.4223218,-1.6759546,2.528769,1.2635714,2.8474753,-1.899375,5.4030766,-0.7263943,5.085117,-2.2430646,-4.1952915,2.6891155,-1.720304,-1.8374513,2.478722,3.3091676,-2.952572,1.6785206,-4.6672482,0.14861654,3.2066228,3.7389164,2.7756772,13.030011,0.0
TCGA-FI-A2F4-01A-11R-A17B-07,-2.4853163,0.53942305,0.8304775,-0.48692498,1.1076496,1.2010239,-0.119239055,-2.8945987,1.2676405,-0.73940444,-1.6352881,1.3829894,-0.8716282,-3.1475084,-0.78685665,-0.2502212,0.11641378,-0.6446192,-1.4673445,-1.0992056,0.33858663,0.018982409,0.1738411,-1.0905094,-1.8624983,-2.2242453,0.73508257,0.01887196,2.6473558,0.23312676,4.065444,-2.2879426,11.714668,0.0
TCGA-EY-A215-01A-11R-A14M-07,-0.26994017,-0.5493794,-0.5030001,-3.1060188,-1.427212,1.7067955,0.43601015,-3.6360433,-0.10991459,0.25264606,0.17572287,2.6422718,0.059939347,-3.7132423,-1.1434281,1.9382294,0.026290206,1.3906252,-2.0671222,-3.218939,-3.3889074,0.451929,1.6191136,-1.8039416,-1.418066,-4.597742,2.070219,-3.1863127,1.9512383,0.61505187,1.4799578,-1.4761189,10.720438,0.0
TCGA-A5-A0GX-01A-11R-A040-07,-5.093503,-7.089604,-1.9206336,-0.44985798,-0.9410217,3.1175785,-2.994764,1.2681623,-1.7954797,-5.8359876,-2.4474416,5.621561,1.2881339,0.6546326,1.4621115,-0.21403639,0.76317275,1.0352415,2.892528,-3.8156497,1.8500891,-1.4840326,-4.04277,0.29006046,0.84596264,1.4115299,6.034352,1.3088233,0.7491422,-0.029751258,0.63719743,1.3638009,8.414184,0.0
TCGA-A5-A0GI-01A-11R-A040-07,-1.1447748,-3.6226757,-0.4821295,0.2755765,-2.8149056,-1.7635955,-0.93034387,1.0514896,0.016974786,-1.0996869,-1.5431839,1.046099,0.3743491,-2.3233602,0.099892534,1.0042338,-0.81948745,3.5351999,0.260336,-2.1976056,-1.673588,-0.74767894,-1.234131,-1.8534658,0.76387477,0.48047885,2.158019,0.056768395,0.9770019,-1.4389248,1.176614,-0.05073175,7.75153,0.0
TCGA-A5-A0G2-01A-11R-A16W-07,-0.24558808,-3.5402665,0.24720429,-6.1982965,1.6265284,4.5775404,-0.39895415,-3.8284996,-1.0811663,-0.06180827,4.400986,-1.6085125,3.431388,-3.9157195,1.6946216,-0.30531457,-7.9763327,-1.1411471,-8.254841,-4.2773147,-3.05221,-6.15019,-0.061007425,-0.16690479,1.2381266,-1.1772395,1.3902358,-2.7791374,2.3368459,1.3189858,0.11382128,-1.4526029,22.648426,
TCGA-AX-A2H2-01A-11R-A180-07,4.5084386,-2.2070794,0.21757117,0.06562017,1.1637957,5.0968213,1.650364,2.6845915,-0.74485534,0.216072,-2.302242,3.881842,-0.73204076,1.3983439,-1.2526336,2.6805513,0.20830718,2.5821345,-6.815018,-3.44451,0.938687,-0.6080622,-1.8720719,4.270025,4.2144537,-1.3567526,0.82405543,-6.675094,4.4252887,-3.4650276,-3.0659354,1.2149471,20.550354,
TCGA-AX-A1C5-01A-11R-A137-07,1.1349162,-3.6837928,4.114127,-1.8286985,0.7660841,4.101309,-3.0367084,-1.4648584,-0.36753044,-1.4108592,1.056866,2.897477,1.4325799,-3.059046,-1.783014,-0.84120226,1.3591822,0.3901201,-1.8274491,0.52738255,0.3519705,-1.4207585,-0.45232707,1.3735936,-3.8130686,-3.2368884,0.92982346,3.6154525,0.2314688,-2.081994,-3.7124147,2.137991,19.198492,
TCGA-A5-A2K5-01A-11R-A180-07,-0.41266346,-5.141306,0.37213483,-1.8452909,-3.0699897,2.4556572,-2.5538712,2.766837,-3.8075628,0.9885878,-0.97906613,-1.1737839,2.9189923,-0.68326354,4.2306523,2.8508372,-1.0147804,7.732915,-5.080856,0.025778478,-1.5634303,2.2532957,-7.8635273,-5.692949,0.09588093,-1.9632059,0.26826012,0.0641802,1.7660398,-2.5745902,-0.46646968,-1.2418394,16.734413,
TCGA-AX-A3G9-01A-11R-A22K-07,1.8353763,0.36566108,-2.3277242,5.4879193,-3.994437,3.012106,2.1542606,-1.865902,0.16733737,0.97544014,2.9394376,-1.8330115,4.054821,1.5567191,-0.44071585,2.2934577,-1.3192515,2.6311219,-3.2560012,-0.15319335,-1.4172969,-0.09710648,-1.3329873,-2.8275666,-0.47388932,-5.682552,-2.0781038,-0.6580239,-0.4130078,-0.8410013,-5.464035,-4.8028836,13.458332,
TCGA-B5-A1MW-01A-11R-A32Y-07,-2.937596,-0.54889256,2.4195595,-0.91729796,-1.3333489,1.7542431,1.2255565,-3.3872602,-0.10038873,-2.6525,3.8290212,1.9318743,3.8781502,-4.0844083,1.6362466,1.9996729,-0.1569863,-0.1058267,-1.4012322,1.1300749,0.5600929,-1.7675867,1.2556213,-3.9371579,-2.0286832,-6.2467346,-0.8915545,1.1861318,3.0673943,-1.3756337,-4.7007055,1.1199344,18.418068,1.0
TCGA-B5-A11F-01A-11R-A10J-07,-1.1715444,-1.8586419,-0.3025493,-1.3846259,1.5947034,0.3661642,-1.458287,-0.41983938,-0.63459164,-1.9505179,0.120354354,0.76261866,1.5949277,-0.43486467,1.5318924,-1.5580403,1.6234237,1.621873,-0.6368389,1.508168,1.7294852,-1.4818087,-1.012188,-2.133379,-1.6557362,-0.32972488,2.2740676,-0.6687386,-1.0235698,-1.3865923,-3.2296183,0.6596584,8.028213,1.0
TCGA-KP-A3W4-01A-11R-A22K-07,0.0354043,0.6798574,-2.990365,-0.3144749,-0.23369355,0.45722732,1.0155475,-1.7765763,0.45449123,-4.10464,1.5151474,0.046651136,0.57570803,1.6782835,-2.7396867,2.5584307,1.057021,-0.9201428,-1.859297,1.1174923,4.6564717,-1.1679795,-0.99149185,-1.9790698,-1.281899,-1.679456,-2.7506049,1.740042,-0.15752955,1.8465761,0.25918978,1.1704705,13.654344,
TCGA-BG-A0RY-01A-11R-A104-07,-0.8617819,-1.3735042,-1.9531419,1.0856081,2.790475,1.0793823,-2.345405,-1.7578048,2.8478034,-1.5290781,0.93423486,0.63568753,0.57660943,-0.5419557,-0.15032502,1.2889642,0.29391366,-1.1045507,2.585612,-4.263869,0.67489964,1.3406302,-1.2393389,0.22043385,-1.9995623,-4.6100984,-1.6985757,3.386129,0.65617496,-1.5510112,-0.40652162,2.6331975,14.595891,0.0
TCGA-AP-A1E4-01A-12R-A137-07,1.4627309,-4.324947,-1.615121,2.8579168,-3.3409538,-4.2759657,-3.3665917,0.33562195,0.35923606,-1.3275249,-0.002199701,-1.3026792,-0.4800577,-2.4124246,-2.7611222,4.8539534,1.2412071,-1.3417447,0.18183452,-0.85995203,3.3347178,-4.319941,0.076036,-2.6513596,-0.20464687,-3.4250808,3.2505198,-5.4625,-2.9835646,-3.7604086,-0.61221373,2.376372,14.268279,1.0
TCGA-B5-A121-01A-31R-A118-07,-0.50197124,-0.62527066,1.3492813,-1.0028142,-0.026637692,0.07665709,-1.6956164,-1.5037165,0.6963984,-1.7338765,-1.0419606,-0.19694047,1.0370064,0.61450595,-2.433892,0.082761645,1.0115812,0.66159785,-1.2628517,0.85534173,2.7649546,1.930047,-1.28178,-0.8444253,-2.0608084,-0.29363698,-0.1921466,-1.0445966,-0.38578874,2.187212,-1.0902997,-0.69506913,3.2096293,0.0
TCGA-D1-A1NZ-01A-21R-A14D-07,-1.5877213,-0.2769282,-1.6674796,-0.2199142,-1.300998,-0.59078896,-0.57730734,-1.9990828,0.22370994,-0.3817085,0.039482094,0.47596517,-0.3979333,-1.3000963,-2.6813176,0.6632404,0.17716682,0.49810368,-0.5937128,-0.98815364,-0.11086656,1.3435389,0.5545315,-1.6062958,-1.3477854,-1.2290924,0.46529153,-0.90857273,1.3430369,1.2191904,3.3793402,-1.4488853,4.919483,0.0
TCGA-AX-A06F-01A-11R-A00V-07,3.3372085,-1.016203,1.7518829,-7.987496,-1.4501265,4.405574,0.7920431,-2.8135505,-4.69988,-1.0060072,-0.34309956,0.90728146,-3.7728894,-2.3351946,0.798652,2.6525698,-0.99388635,0.43688568,-4.2559977,-2.0173774,-4.637293,1.0081009,-1.675512,-1.4512198,-0.42050657,-1.1111892,1.6899623,-1.9351709,-1.675926,0.36413607,1.594282,0.8949701,22.35785,0.0
TCGA-AP-A1DR-01A-11R-A137-07,2.3090048,-0.3283922,1.013563,3.6679866,-0.12824583,4.162481,-0.5516018,-0.086467996,2.1894274,-2.432589,1.363835,-0.094227284,1.9636358,-1.1339357,0.118504435,0.3961668,-0.32059598,0.9692236,-2.96983,-0.0810453,-2.3838465,0.68468887,-2.348195,0.71245253,-2.8096347,-4.2279434,1.3931271,2.9586852,-0.6786835,-1.0228698,-2.815599,-2.8830109,13.295941,0.0
TCGA-A5-A0GG-01A-11R-A118-07,0.2548034,-0.06673372,-0.07283089,-1.8528467,-3.7397172,0.9138035,-1.0904965,1.4288691,1.5989462,-1.8408041,-2.3895304,1.0700727,0.59155756,-1.593906,-2.6363742,2.2125793,2.0025945,0.42579272,-4.020516,0.27407655,1.3792504,-0.43614498,-2.2098765,-0.7722776,-0.08837688,-0.119048625,1.4388847,0.22789688,1.7305714,4.650459,2.705385,0.9906014,10.613376,0.0
TCGA-A5-A7WJ-01A-12R-A34R-07,-1.539626,0.538734,-1.4474816,2.1042314,-1.2137734,-0.3536443,2.0372996,-8.115379,-1.1428171,-1.7379978,0.5296365,1.8273685,1.2161711,-5.526777,-3.737086,2.9330757,-2.007125,0.6209286,-2.8849397,-3.3732815,-1.1500099,-0.007685586,0.89875126,-5.8701234,-0.42247334,-5.765892,1.3347524,0.82937956,1.5967366,0.3000429,0.4333221,-5.352067,13.043794,
TCGA-AX-A3FX-01A-11R-A22K-07,-5.0216928,-2.1503437,-9.223204,0.4098341,-2.30883,3.5175438,2.0525596,-0.1579044,-0.74966305,5.046495,0.3961453,-1.9562733,3.258372,1.207875,-3.2769208,3.8077285,-2.0935555,5.0370727,-1.2664373,0.41356024,2.320726,-2.605011,0.28020474,-0.6565731,-2.3174071,-1.5122458,-0.8758426,0.3212518,3.8764677,2.3780568,0.47833762,-0.069452845,13.783606,
TCGA-DF-A2KS-01A-11R-A18M-07,1.6494915,2.3688083,-2.3833337,-2.8741767,3.2297463,10.474504,4.756672,-3.6080751,-1.8873636,2.642458,-1.171527,0.026883343,-0.25697845,-6.9884515,-2.8314638,4.1244287,0.52112156,2.1237395,-3.483139,-6.572057,-5.8116045,-4.791019,-0.19952753,2.6395624,-2.9477925,-5.2802477,1.2634847,-1.6846925,4.998759,0.70921135,-0.63245386,3.210407,19.872534,
TCGA-D1-A15W-01A-11R-A118-07,-1.3571347,0.063070044,-1.5081117,-0.041185804,1.5485076,1.9183547,-1.34159,-2.7394807,0.06494473,-3.313833,0.5565573,1.2429316,0.3397861,1.3543829,-0.93934643,0.75198907,0.24615161,-0.15218951,-1.0260649,-1.1249691,0.24871674,1.2344642,-0.06372436,-0.05883835,-3.2102594,-0.91515017,-0.23005511,1.0747273,-1.0374898,2.1574957,-0.3032729,0.14657336,2.8645258,0.0
TCGA-A5-A2K3-01A-11R-A32Y-07,-2.5160015,-1.0565938,-5.6109548,0.047930773,3.14619,7.9986305,1.982477,5.4356227,-5.8962574,-1.3949935,0.77688736,-0.10692082,3.3446982,-0.10857894,-0.16005121,-1.320227,-1.1309829,-2.1646338,-2.9731832,-0.38860258,2.7531407,1.2331777,-9.315319,4.650195,1.8746513,-1.9250469,-2.6715028,1.7797524,4.0963902,-3.1418886,3.501731,-1.4317309,9.663822,
TCGA-A5-A1OJ-01A-11R-A14D-07,-4.193938,-0.5409056,-5.7502112,1.0216666,-1.2470751,2.6856606,-1.803809,0.74351203,-0.862332,-1.6120902,-0.73077464,0.28848764,0.85718066,4.233054,-0.6047211,1.5961485,2.0059357,-1.4960366,1.4990834,-3.1876633,0.70091474,-0.378269,-1.1417407,0.85548437,-2.1881685,-1.5631565,3.0348465,3.452372,-0.8163524,3.2472,0.504372,2.2256432,9.767435,0.0
TCGA-D1-A1O7-01A-11R-A14D-07,-0.0032234248,-1.5923017,0.60986215,-1.6554147,-1.659016,0.5064969,-0.94235617,-2.0011349,-0.3148224,1.028193,1.7520514,1.6603923,1.9109454,-0.20607236,-3.0061905,1.3888358,1.0634234,3.1982546,-1.0031549,-0.054176666,-0.87645847,0.98484784,-0.62369275,0.7694995,-1.9816843,-2.3215287,-0.47415054,-1.4456338,-1.4367814,0.59717005,1.1107985,-1.8337218,4.432292,0.0
TCGA-B5-A11R-01A-11R-A118-07,-1.145384,-0.6116058,3.2594585,-0.48427257,-2.5853179,-0.46497858,-0.28493932,-1.3897283,-0.56496936,-0.6079423,-0.64099526,-3.748386,0.64007896,-2.21397,-5.9200683,1.6580207,2.676909,-1.2081462,-1.5035775,-0.08849794,3.9187331,1.2573907,-3.7512522,-1.2965945,-2.374258,-1.7952402,-0.76836705,3.7467883,4.1740313,0.1650093,-3.941975,0.2333816,12.42721,0.0
TCGA-BG-A0VW-01A-11R-A118-07,-3.1148877,-4.1154056,-2.7560604,1.4930013,-0.5637418,2.2301276,-1.3038609,-0.28899735,0.05215855,0.48373312,0.6598691,-0.30219147,1.8818328,2.9708402,-2.0115745,-1.3148255,0.135648,1.7235469,-0.6738504,0.23137622,0.7748193,-0.93387216,-3.58912,2.994132,-2.4785666,-1.7166915,-0.12893648,1.1048576,-2.0034854,1.4339008,1.9944612,-1.2378383,4.5763483,0.0
